day,month,year,type,operator,fat.,cat,Aircraft Type,Aircraft Cat
3,Mar,2017,Airbus A320-214,easyJet,0,A2,Commercial_civil,Commercial
3,Mar,1960,Airspeed AS.57 Ambassador 2,BKS Air Transport,0,A2,Commercial_civil,Commercial
3,Mar,1969,Antonov An-2M,"Aeroflot, Moscow SPiMVL",2,A1,Military_transport,Military
3,Mar,1994,Beech 200 Super King Air,Skywest Aviation,0,A2,Military_research,Military
3,Mar,1982,BN-2A-27R Islander,ATESA,,U1,Commercial_general,Commercial
3,Mar,2007,BN-2B-26 Islander,LFH Luftverkehr,0,A1,Commercial_general,Commercial
3,Mar,1991,Boeing 737-291,United Airlines,25,A1,Commercial_civil,Commercial
3,Mar,2001,Boeing 737-4D7,Thai Airways International,1,A1,Commercial_civil,Commercial
3,Mar,2016,Boeing 737-95R,Jet Airways,0,A2,Commercial_civil,Commercial
3,Mar,1960,CASA 352 (Junkers Ju-52),Spanish AF,,U1,Military_research,Military
3,Mar,2016,Cessna 208 Caravan I,South African AF,0,A1,Commercial_general,Commercial
3,Mar,1995,Cessna 208B Grand Caravan,DMC Flying Service,2,A1,Commercial_general,Commercial
3,Mar,1945,Consolidated C-109 Liberator Expres,USAAF,,A1,Military_transport,Military
3,Mar,1945,Consolidated C-87 Liberator Express,USAAF,,A1,Military_transport,Military
3,Mar,1944,Curtiss C-46A,USAAF,,A1,Military_transport,Military
3,Mar,1997,Dassault Falcon 20E,Iran Army,4,A1,Commercial_general,Commercial
3,Mar,2014,Dassault Falcon 20E,"Iran Civil Aviation Organization, opb Iran Aseman Airlines",4,A1,Commercial_general,Commercial
3,Mar,1974,DC-10-10,THY,346,A1,Military_research,Military
3,Mar,1978,DC-8-63,Iberia,0,A1,Commercial_civil,Commercial
3,Mar,1953,de Havilland DH-106 Comet 1A,Canadian Pacific,11,A1,Military_research,Military
3,Mar,1969,DHC-3 Otter,British Antarctic Survey,0,A1,Military_research,Military
3,Mar,2004,DHC-6 Twin Otter 300,"FedEx, opb Corporate Air",0,A2,Military_research,Military
3,Mar,1944,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
3,Mar,1945,Douglas C-47 (DC-3),USAAF,27,A1,Military_transport,Military
3,Mar,1946,Douglas C-47 (DC-3),Central Air Transport,,A1,Military_transport,Military
3,Mar,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
3,Mar,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
3,Mar,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
3,Mar,1954,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
3,Mar,1954,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
3,Mar,1963,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
3,Mar,1945,Douglas Dakota IV (DC-3),RAF,,A1,Military_research,Military
3,Mar,1962,Douglas DC-3-178,Varig,,A1,Military_research,Military
3,Mar,1946,Douglas DC-3-277B,American Airlines,25,A1,Commercial_civil,Commercial
3,Mar,1994,Douglas DC-6,private,0,A1,Commercial_civil,Commercial
3,Mar,1992,Douglas DC-6BF,Everts Air Fuel,0,A1,Commercial_civil,Commercial
3,Mar,1974,Douglas DC-7CF,Aer Turas,0,A1,Commercial_civil,Commercial
3,Mar,1997,Embraer EMB-120RT Brasilia,Pantanal,0,A1,Commercial_civil,Commercial
3,Mar,1955,Fairchild C-119G Flying Boxcar,USAF,0,A1,Military_others,Military
3,Mar,1978,Fairchild F-27F,Saudi Arabian,0,O1,Military_research,Military
3,Mar,1972,Fairchild FH-227B,Mohawk Airlines,16+ 1,A1,Military_research,Military
3,Mar,1978,Hawker Siddeley HS-748,LAV,47,A1,Commercial_civil,Commercial
3,Mar,1995,IAI 1124A Westwind II,Kennecott Corp,0,A2,Commercial_general,Commercial
3,Mar,1962,Ilyushin Il-14P,Polish AF,0+ 1,A1,Commercial_civil,Commercial
3,Mar,1973,Ilyushin Il-18V,Balkan Bulgarian,25,A1,Military_research,Military
3,Mar,1980,Learjet 25,Merchant Bank,3+ 3,A1,Commercial_general,Commercial
3,Mar,1997,Let L-410UVP-E,Isleña Airlines,0,A1,Commercial_civil,Commercial
3,Mar,1974,Lockheed 18 Learstar,private,0,A1,Military_transport,Military
3,Mar,1974,Lockheed 18 Learstar I,Tiffany Realty,1,A1,Military_transport,Military
3,Mar,1968,Lockheed C-130E Hercules,USAF,0,A1,Military_transport,Military
3,Mar,1977,Lockheed C-130H Hercules,Italian AF,44,A1,Military_transport,Military
3,Mar,1985,Lockheed Hercules ???,Unknown,0,H2,Military_research,Military
3,Mar,1962,Lockheed L-049 Constellation,Panair do Brasil,0,A1,Commercial_general,Commercial
3,Mar,1991,Rockwell CT-39G Sabreliner,US Navy,3,A1,Military_bomber,Military
3,Mar,1954,Short Sunderland MR.5,RAF,7,A1,Military_naval,Military
3,Mar,2001,Shorts C-23B+ Sherpa (330),Florida ANG,21,A1,Military_research,Military
3,Mar,1952,SNCASE SE.161/P7 Languedoc,Air France,38,A1,Commercial_civil,Commercial
3,Mar,2009,Swearingen SA226-TC Metro II,Perimeter Airlines,0,A2,Military_fighter,Military
3,Mar,1965,Vickers 701C Viscount,VASP,0,A1,Military_research,Military
3,Mar,1974,Vickers Super VC10-1151,BOAC,0,H1,Military_research,Military
3,Mar,1952,Vickers Valetta C.1,RAF,0,A1,Military_research,Military
3,May,2006,Airbus A320-211,Armavia,113,A1,Commercial_civil,Commercial
3,May,1986,Antonov An-12TB,Aeroflot / Krasnoyarsk,0,A1,Military_transport,Military
3,May,1996,Antonov An-24RV,Federal Airlines,53,A1,Military_transport,Military
3,May,1985,Antonov An-26,Soviet AF,15,A1,Military_transport,Military
3,May,1981,Antonov An-2R,Aeroflot / Azerbaijan,2,A1,Military_transport,Military
3,May,1989,Armstrong Whitworth AW-650 Argosy 2,IPEC,0,A2,Military_others,Military
3,May,2001,Beech 1900D,QantasLink/Impulse,0,A2,Military_research,Military
3,May,1985,BN-2A Islander,Trans Island Airways,,U1,Commercial_general,Commercial
3,May,2000,BN-2A-9 Islander,Trans Guyana Airways,1,A1,Commercial_civil,Commercial
3,May,1991,Boeing 727-22QC,Ryan Airlines,0,A1,Commercial_civil,Commercial
3,May,1986,Boeing 727-256 (Adv),Iberia,0,A2,Commercial_civil,Commercial
3,May,1986,Boeing 747-2R7F,China Airlines,0,H2,Commercial_civil,Commercial
3,May,2013,Boeing KC-135R Stratotanker,USAF,3,A1,Military_research,Military
3,May,1970,Bristol 170 Freighter 31M,Wardair,,U1,Military_research,Military
3,May,2007,Cessna S550 Citation S/II,Hamilton Ranches,2,A1,Military_others,Military
3,May,1964,Consolidated PBY-6A Catalina,Danish AF,0,A1,Military_naval,Military
3,May,1963,Convair CV-340-59,Cruzeiro do Sul,37,A1,Military_bomber,Military
3,May,1944,Curtiss C-46A,USAAF,,A1,Military_transport,Military
3,May,1945,Curtiss C-46A,USAAF,,A1,Military_transport,Military
3,May,1960,Curtiss C-46A,NAB,5,A1,Military_transport,Military
3,May,2018,Dassault Falcon 900EX,Blueport Trade 121 (Pty) Ltd.,0,A2,Commercial_general,Commercial
3,May,1972,DC-9-32,THY,0,H2,Military_research,Military
3,May,1976,DHC-6 Twin Otter 300,de Havilland Canada,11,A1,Military_research,Military
3,May,1972,Douglas C-124C Globemaster II,Air National Guard,11,A1,Military_transport,Military
3,May,1943,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
3,May,1944,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
