day,month,year,type,operator,fat.,cat,Aircraft Type,Aircraft Cat
8,Apr,1961,Douglas C-47B (DC-3),Papuan Airlines,0,A1,Military_research,Military
8,Apr,1930,Ford 5-AT-C Tri-Motor,Tri-Motor Safety Airways,,A1,Military_research,Military
8,Apr,1941,Lockheed 14-N3 Super Electra,RAF,0,A1,Military_transport,Military
8,Aug,1942,Consolidated PBY-5 Catalina,US Navy,,A1,Military_naval,Military
8,Aug,1942,Consolidated PBY-5A Catalina,US Navy,,A1,Military_naval,Military
8,Aug,1951,Curtiss C-46F,"Pan Am, lsf USAF",0,A1,Military_transport,Military
8,Aug,1951,Douglas C-47A (DC-3),TAA,2,A1,Military_research,Military
8,Aug,1947,Douglas DC-3C,American Airlines,3,A1,Commercial_civil,Commercial
8,Aug,2006,Fokker 100,TAM Brasil,0,A2,Commercial_civil,Commercial
8,Aug,1936,Ford 4-AT-B Tri-Motor,Private,0,A1,Military_research,Military
8,Aug,1972,Lockheed 18 Lodestar,Am. Phil. Indo. Malaysian Ent.,0,A1,Military_transport,Military
8,Aug,1937,Sikorsky S-43W,CNAC,3,A1,Military_naval,Military
8,Dec,1941,Consolidated PBY-5 Catalina,RAAF,8,A1,Military_naval,Military
8,Dec,1941,Curtiss AT-32A Condor II,CNAC,0,C1,Military_research,Military
8,Dec,1941,Curtiss AT-32A Condor II,CNAC,0,C1,Military_research,Military
8,Dec,1941,Curtiss AT-32D Condor II,CNAC,0,C1,Military_research,Military
8,Dec,1941,Curtiss AT-32D Condor II,CNAC,0,C1,Military_research,Military
8,Dec,1941,de Havilland DH.86B Express,RAAF,0,C1,Commercial_civil,Commercial
8,Dec,1941,Douglas DC-2-118B,CNAC,0,C1,Military_transport,Military
8,Dec,1941,Douglas DC-2-118B,CNAC,0,C1,Military_transport,Military
8,Dec,1941,Douglas DC-2-120,RAF,1,C1,Military_transport,Military
8,Dec,1941,Junkers Ju-52/3m,Eurasia,0,A1,Commercial_civil,Commercial
8,Dec,1941,Junkers Ju-52/3m,Eurasia,0,C1,Commercial_civil,Commercial
8,Dec,1942,Lisunov Li-2,Aeroflot / Uzbekistan,8,A1,Military_transport,Military
8,Dec,1938,Nakajima/Douglas DC-2,Imperial Japanese Airways,10,A1,Military_research,Military
8,Dec,1937,Potez 621,Air France,2,A1,Commercial_civil,Commercial
8,Dec,1941,Sikorsky S-42B,Pan Am,0,C1,Commercial_civil,Commercial
8,Jan,1941,Junkers Ju-52/3msai,South African AF,15,A1,Commercial_civil,Commercial
8,Jul,1942,de Havilland DH.86 Express,Royal Navy,,C1,Commercial_civil,Commercial
8,Jul,1951,Douglas C-47D,USAF,,A1,Military_research,Military
8,Jul,1938,Lockheed 14-H Super Electra,Northwest Airlines,1,A1,Commercial_civil,Commercial
8,Jul,1969,Lockheed C-130B Hercules,Pakistan AF,,U1,Military_transport,Military
8,Jun,1942,Consolidated PBY-5 Catalina,US Navy,0,A1,Military_naval,Military
8,Jun,1942,Consolidated PBY-5A Catalina,US Navy,10,A1,Military_naval,Military
8,Jun,1945,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
8,Jun,1945,Douglas C-47B (DC-3),USAAF,8,A1,Military_research,Military
8,Jun,1945,Douglas Dakota IV (DC-3),RAF,,A1,Military_research,Military
8,Mar,1942,Consolidated PBY-5A Catalina,US Navy,,A1,Military_naval,Military
8,Mar,1942,Ford 4-AT-E Tri-Motor,Aircraft Export Corporation,0,O1,Military_research,Military
8,May,1936,Lioré-et-Olivier H.242/1,Air France,0,A1,Commercial_civil,Commercial
8,Nov,1941,Consolidated PBY-5 Catalina,US Navy,8,A1,Military_naval,Military
8,Nov,1942,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
8,Nov,1942,Douglas C-47 (DC-3),USAAF,,C1,Military_transport,Military
8,Nov,1940,Junkers Ju-52/3mg3e,VASP,18,A1,Commercial_civil,Commercial
8,Nov,1940,Junkers Ju-90A,Deutsche Lufthansa,29,A1,Commercial_civil,Commercial
8,Nov,2006,Learjet 35A,Thai AF,7,A1,Commercial_general,Commercial
8,Nov,2006,Swearingen SA226-TC Metro II,Perimeter Airlines,0,A1,Military_fighter,Military
8,Oct,1941,Junkers Ju-52/3m,German AF,0,A1,Commercial_civil,Commercial
8,Oct,1942,Lockheed 14-WF62 Super Electra,KNILM,,A1,Military_transport,Military
8,Sep,2006,Airbus A319-112,Air Canada,0,A2,Commercial_civil,Commercial
8,Sep,1951,Douglas C-47B (DC-3),VASP,10+ 3,A1,Military_research,Military
8,Sep,1951,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
8,Sep,2006,Embraer ERJ-170,Shuttle America,0,A2,Commercial_civil,Commercial
9,Apr,1956,Handley Page Hastings C.2,RAF,0,A1,Commercial_civil,Commercial
9,Apr,1940,Short Sunderland,RAF,9,C1,Military_naval,Military
9,Aug,1942,Consolidated PBY-5A Catalina,US Navy,9,A1,Military_naval,Military
9,Aug,1940,Douglas DC-2-115E,Deutsche Lufthansa,2,A1,Military_transport,Military
9,Aug,1947,Douglas DC-3F,AB Aerotransport,1,A1,Military_research,Military
9,Aug,1931,Ford 5-AT-B Tri-Motor,American Airways,6,A1,Military_research,Military
9,Dec,1984,BN-2A-9 Islander,Aviation Sans Frontières,0,O1,Commercial_general,Commercial
9,Dec,1942,Consolidated C-87 Liberator Express,USAAF,10,A1,Military_transport,Military
9,Dec,1936,Douglas DC-2-115E,KLM,15,A1,Military_transport,Military
9,Dec,1942,Douglas DC-3-194F,Deutsche Lufthansa,0,A1,Military_research,Military
9,Dec,1941,Lisunov PS-84,Aeroflot,5,A1,Commercial_civil,Commercial
9,Dec,1938,Lockheed 14-WF62 Super Electra,KLM,4,A1,Military_transport,Military
9,Feb,1941,Consolidated PBY-4 Catalina,US Navy,1,A1,Military_naval,Military
9,Feb,1937,Douglas DC-3A-197,United Airlines,11,A1,Commercial_civil,Commercial
9,Feb,1938,Lioré-et-Olivier H.242/1,Air France,7,A1,Commercial_civil,Commercial
9,Jan,1942,Consolidated PBY-5 Catalina,US Navy,,A1,Military_naval,Military
9,Jul,2006,Airbus A310-324,S7 Airlines,125,A1,Commercial_civil,Commercial
9,Jul,1936,Curtiss Condor 18,Chamberlin Flying Service,0,O1,Commercial_civil,Commercial
9,Jul,1951,Douglas C-47 (DC-3),Avianca,0,A1,Commercial_civil,Commercial
9,Jul,1956,Douglas C-47A (DC-3),Brazilian AF,4,A1,Military_research,Military
9,Jul,1951,Douglas C-47D (DC-3),USAF,,A1,Military_research,Military
9,Jul,1947,Douglas R4D-3 (DC-3),US Navy,,A1,Military_transport,Military
9,Jul,1930,Farman F.63bis Goliath,SGTA,1,A1,Military_research,Military
9,Jul,1935,Savoia-Marchetti S-66,Ala Littoria,0,A1,Military_research,Military
9,Jul,1969,SE-210 Caravelle III,Thai Airways International,0,A1,Commercial_general,Commercial
9,Jul,1940,Short Sunderland I,RAF,,C1,Military_naval,Military
9,Jul,1956,Vickers 724 Viscount,TCAL,1,A2,Military_research,Military
9,Jun,1976,Antonov An-2,Aeroflot / Magadan,0,A1,Commercial_civil,Commercial
9,Jun,1993,BN-2A-20 Islander,Southwest Air,9,A1,Commercial_general,Commercial
9,Jun,1942,Consolidated PBY-5 Catalina,US Navy,,A1,Military_naval,Military
9,Jun,1993,Convair CV-580,Texas Instruments Inc.,0,A2,Military_bomber,Military
9,Jun,1945,Curtiss C-46D,USAAF,,A1,Military_transport,Military
9,Jun,1934,Curtiss T-32 Condor II,American Airways,7,A1,Military_naval,Military
9,Jun,1945,Douglas C-53 Skytrooper (DC-3),USAAF,,A1,Military_transport,Military
9,Jun,1936,Fokker F.XXII,AB Aerotransport,2,A1,Commercial_civil,Commercial
9,May,1980,Antonov An-2T,WSK Mielec,,A1,Military_transport,Military
9,May,1980,Douglas C-47A (DC-3),Private,0,C1,Military_research,Military
9,Nov,1942,Douglas C-47 (DC-3),USAAF,,A1,Military_transport,Military
9,Nov,1942,Fiat G.12LGA,LATI,0,A1,Commercial_civil,Commercial
9,Nov,1935,Ford 5-AT-. Tri-Motor,TACA de Honduras,0,A1,Commercial_civil,Commercial
9,Nov,2006,Let L-410UVP,Gomair,0+ 1,A1,Military_research,Military
9,Nov,1935,Short S.17 Kent,Imperial Airways,0,O1,Military_research,Military
9,Oct,1942,Douglas R4D-1 (DC-3),US Navy,8,A1,Military_transport,Military
??,???,1948,Amiot AAC.1 (Junkers Ju-52),STA,,U1,Commercial_general,Commercial
??,???,1966,Antonov An-12,Soviet AF,0,A1,Military_transport,Military
??,???,1972,Antonov An-12,Soviet AF,,A1,Military_transport,Military
??,???,1976,Antonov An-12B,Aeroflot / Northern,,U1,Military_transport,Military
??,???,1985,Antonov An-12B,Aeroflot / Privolzhsk,,U1,Military_transport,Military
??,???,2008,Antonov An-12B,East Wing,0,A1,Military_transport,Military
??,???,1978,Antonov An-12BP,Aeroflot / Yakutsk,0,O1,Military_transport,Military
??,???,2007,Antonov An-12BP,Unknown,0,A1,Military_transport,Military
??,???,1970,Antonov An-24B,Aeroflot / Privolzhsk,,O1,Military_transport,Military
??,???,1985,Antonov An-24RV,MIAT,,A1,Military_transport,Military
??,???,2011,Antonov An-24RV,Katekavia,0,A1,Military_transport,Military
??,???,1983,Antonov An-26,Angolan AF,,A1,Military_transport,Military
??,???,1993,Antonov An-26,Mozambique AF,1,A1,Military_transport,Military
??,???,1994,Antonov An-26,Mozambique AF,,A1,Military_transport,Military
??,???,1997,Antonov An-26,Sudan AF,0,C1,Military_transport,Military
??,???,1968,Antonov An-2M,Polish AF,,A1,Military_transport,Military
??,???,1979,Antonov An-2P,Zakladu Urz. Chem.,,O1,Military_transport,Military
??,???,1990,Antonov An-2P,Aeroflot / Krasnoyarsk,5,A1,Military_transport,Military
??,???,1966,Antonov An-2R,JAT Agricultural Aviation,,A1,Military_transport,Military
??,???,1969,Antonov An-2R,APRL,,A1,Military_transport,Military
??,???,1975,Antonov An-2R,PZL-Mielec,0,O1,Military_transport,Military
??,???,1975,Antonov An-2R,Aeroflot / Uralsk,,A1,Military_transport,Military
??,???,1975,Antonov An-2R,WSK Mielec,,O1,Military_transport,Military
??,???,1976,Antonov An-2R,WSK Okecie,,U1,Military_transport,Military
??,???,1976,Antonov An-2R,ZUA,,U1,Military_transport,Military
??,???,1977,Antonov An-2R,WSK Okecie,,A1,Military_transport,Military
??,???,1977,Antonov An-2R,ZUA,,O1,Military_transport,Military
??,???,1989,Antonov An-2R,Aeroflot / Central Region,,A1,Military_transport,Military
??,???,1998,Antonov An-2R,Aeroklub Zrenjanin,,O1,Military_transport,Military
??,???,1998,Antonov An-2R,Aeroklub Zrenjanin,,A1,Military_transport,Military
??,???,2006,Antonov An-2R,Bask Air,0,O1,Military_transport,Military
??,???,2006,Antonov An-2R,Bask Air,0,O1,Military_transport,Military
??,???,2014,Antonov An-2R,Ukraerorukh,0,O1,Military_transport,Military
??,???,1990,Antonov An-2T,East German AF,0,U1,Military_transport,Military
??,???,1985,Antonov An-2TP,Aeroflot / Kazakstan,,A1,Military_transport,Military
??,???,2002,Antonov An-32,Indian AF,,U1,Military_transport,Military
??,???,1996,Antonov An-32B,Virunga Air Charter,0,A1,Military_transport,Military
??,???,1998,Antonov An-32B,"Trans Charter, op.for Filair",0,A1,Military_transport,Military
??,???,1998,Basler BT-67 Turbo 67 (DC-3T),Guatemala AF,,U1,Military_research,Military
??,???,1991,Beech 200 Super King Air,Norfolk Island Airlines,0,U1,Military_research,Military
??,???,1993,Beech 99,Isleña Airlines,0,U1,Commercial_civil,Commercial
??,???,1979,BN-2A Islander,CTA,,U1,Commercial_general,Commercial
??,???,1986,BN-2A Trislander Mk.III,Cooper Skybird Aircharters,,U1,Commercial_general,Commercial
??,???,1978,BN-2A-21 Islander,Mauritanian AF,,U1,Commercial_general,Commercial
??,???,1997,BN-2A-21 Islander,Air Taxi,,U1,Commercial_general,Commercial
??,???,1975,BN-2A-6 Islander,Khmer Airlines,,C1,Commercial_general,Commercial
??,???,1987,BN-2A-8 Islander,VOTEC,,U1,Commercial_general,Commercial
??,???,1987,BN-2B-26 Islander,Aero Taxco,,U1,Commercial_general,Commercial
??,???,1961,Bristol 170 Freighter 31M,Pakistan AF,,A1,Military_research,Military
??,???,1967,Bristol 170 Freighter 31M,Iraqi AF,,A1,Military_research,Military
??,???,1977,CASA C-212 Aviocar 100,Jordanian AF,,U1,Commercial_civil,Commercial
??,???,1979,CASA C-212 Aviocar 100,Nicaraguan AF,,A1,Commercial_civil,Commercial
??,???,1989,CASA C-212 Aviocar 200,US DEA,,U1,Commercial_civil,Commercial
??,???,1990,CASA C-212 Aviocar 200,Mexican Navy,,U1,Commercial_civil,Commercial
??,???,1997,CASA C-212 Aviocar 200,Zimbabwe AF,,A1,Commercial_civil,Commercial
??,???,2001,Cessna 208 Caravan I,Peruvian Army,0,A2,Commercial_general,Commercial
??,???,1997,Cessna 208B Grand Caravan,Brasil Central,,U1,Commercial_general,Commercial
??,???,2016,Cessna 500 Citation I,Chippewa Aerospace,0,A1,Military_research,Military
??,???,1990,Cessna U-27A Caravan I,Liberian Army,,O1,Commercial_general,Commercial
??,???,1967,Chase YC-122C Avitruc,W.S. Cheek Mining Co.,0,A1,Military_research,Military
??,???,1942,Consolidated 28-2 Catalina,Soviet Navy,,A1,Military_research,Military
??,???,1970,Consolidated PBY-5A Catalina,Austin Airways,0,O1,Military_naval,Military
??,???,1953,Consolidated PBY-6A Catalina,US Navy,0,A1,Military_naval,Military
??,???,1974,Convair CV-340-49,Tri-9 Corp.,,U1,Military_bomber,Military
??,???,1980,Convair CV-440-38,Farm-Kem Inc,,A1,Military_bomber,Military
??,???,1976,Convair CV-440-86,Servicio Aéreo San Francisco,,U1,Military_bomber,Military
??,???,1936,Curtiss AT-32C Condor II,Cóndor Peruana de Aviación,,A1,Military_research,Military
??,???,1948,Curtiss C-46A,L.A. Transatlantica Colombia,,U1,Military_transport,Military
??,???,1968,Curtiss C-46D,Aeropesca Colombia,,A1,Military_transport,Military
??,???,1971,Curtiss C-46D,Aerovías Halcón,,O1,Military_transport,Military
??,???,1958,Curtiss C-46F,Peruvian AF,,U1,Military_transport,Military
??,???,1969,Curtiss C-46F,Continental Air Services,,U1,Military_transport,Military
??,???,1997,Curtiss C-46F,TAVIC,0,A1,Military_transport,Military
??,???,1968,Curtiss TC-46A,VASP,,U1,Military_naval,Military
??,???,1965,CV-2B Caribou,US Army,,A1,Military_research,Military
??,???,1991,Dassault Falcon 20C,Franks Petroleum,0,O1,Commercial_general,Commercial
??,???,1965,de Havilland DH-114 Heron 2D,Ceylon AF,,U1,Military_research,Military
??,???,1968,de Havilland DH-114 Heron 2D,Ceylon AF,,U1,Military_research,Military
??,???,1940,Dewoitine D.338,Air France,,A1,Commercial_civil,Commercial
??,???,1975,DHC-4A Caribou,US Army,,A1,Military_research,Military
??,???,1981,DHC-5D Buffalo,Chilean AF,,A1,Military_research,Military
??,???,1992,DHC-6 Twin Otter 200,LADE,0,A1,Commercial_civil,Commercial
??,???,1979,DHC-6 Twin Otter 300,Peruvian AF,,A1,Military_research,Military
??,???,1980,DHC-6 Twin Otter 300,Peruvian AF,,A1,Military_research,Military
??,???,1982,DHC-6 Twin Otter 300,Libyan Ministry of Agriculture,0,A1,Military_research,Military
??,???,1992,Dornier 228-100,Okada Air,,A1,Commercial_general,Commercial
??,???,1986,Dornier Do 128-2 Skyservant,Servicio Aéreo Misional - SAM,0,A1,Military_research,Military
??,???,1975,Dornier Do 28D-1 Skyservant,Unknown,,U1,Military_research,Military
??,???,1984,Dornier Do 28D-1 Skyservant,Hémet Exploration,,A1,Military_research,Military
??,???,1996,Dornier Do 28D-2 Skyservant,private,,U1,Military_research,Military
??,???,1981,Douglas C-118A (DC-6),GAF Int. Service,,A1,Military_transport,Military
??,???,1945,Douglas C-47 (DC-3),USAAF,9,A1,Military_transport,Military
??,???,1963,Douglas C-47 (DC-3),Ariana Afghan Airlines,,A1,Commercial_civil,Commercial
??,???,1980,Douglas C-47 (DC-3),Unknown,2,A1,Military_transport,Military
??,???,1944,Douglas C-47A (DC-3),USAAF,,U1,Military_research,Military
??,???,1945,Douglas C-47A (DC-3),USAAF,,A1,Military_research,Military
??,???,1945,Douglas C-47A (DC-3),USAAF,,U1,Military_research,Military
??,???,1947,Douglas C-47A (DC-3),Reeve Aleutian Airways,,A1,Military_research,Military
??,???,1952,Douglas C-47A (DC-3),Argentine Navy,,A1,Military_research,Military
??,???,1953,Douglas C-47A (DC-3),Jupiter Airways,,A1,Military_research,Military
??,???,1954,Douglas C-47A (DC-3),LANSA,,U1,Military_research,Military
??,???,1960,Douglas C-47A (DC-3),Vietnam Air Force - VNAF,,U1,Military_research,Military
??,???,1967,Douglas C-47A (DC-3),Congolese AF,0,A1,Military_research,Military
??,???,1967,Douglas C-47A (DC-3),Unknown,,U1,Military_research,Military
??,???,1969,Douglas C-47A (DC-3),Keir Air Transport,,U1,Military_research,Military
??,???,1973,Douglas C-47A (DC-3),LAV,,A1,Military_research,Military
??,???,1969,Douglas C-47B (DC-3),Saudi Arabian,,A1,Military_research,Military
??,???,1973,Douglas C-47B (DC-3),Ray Geophysical,0,A1,Military_research,Military
??,???,1981,Douglas C-47B (DC-3),Arax Airlines,,U1,Military_research,Military
??,???,1982,Douglas C-47B (DC-3),Bangko Sentral Ng Pilipinas,,U1,Military_research,Military
??,???,1984,Douglas C-47D (DC-3),Aerolineas La Paz,,A1,Military_research,Military
??,???,1984,Douglas C-47D (DC-3),Paraguay AF,,U1,Military_research,Military
??,???,1945,Douglas C-54A (DC-4),USAAF,,U1,Military_transport,Military
??,???,1948,Douglas C-54A (DC-4),Trans Caribbean Airways,,U1,Military_transport,Military
??,???,1956,Douglas C-54A (DC-4),Argentine Navy,,U1,Military_transport,Military
??,???,1991,Douglas C-54A (DC-4),GLM Aviation,0,A1,Military_transport,Military
??,???,1962,Douglas C-54B (DC-4),Air Vietnam,,U1,Military_transport,Military
??,???,1969,Douglas C-54D (DC-4),Ecuatoriana,0,A1,Military_transport,Military
??,???,1982,Douglas C-54Q (DC-4),Florida Aircraft Leasing,,U1,Military_transport,Military
??,???,1945,Douglas Dakota III (DC-3),RAF,,A1,Military_research,Military
??,???,1964,Douglas Dakota III (DC-3),RAF,,U1,Military_research,Military
??,???,1942,Douglas DC-2-115E,German AF,,C1,Military_transport,Military
??,???,1942,Douglas DC-2-118A,Panagra,0,A1,Military_transport,Military
??,???,1944,Douglas DC-3 (Showa L2D),Japan Air Force,,A1,Military_research,Military
??,???,1943,Douglas DC-3-220A,Deutsche Lufthansa,0,C1,Military_research,Military
??,???,1983,Douglas DC-3-382,Swift Delivery Air Freight,0,O1,Military_research,Military
??,???,1972,Douglas DC-3A,Congolese AF,,A1,Military_research,Military
??,???,1964,Douglas DC-3A-269B,TAM Paraguay,,U1,Military_research,Military
??,???,1970,Douglas DC-3C,Zambia Airways,,A1,Military_research,Military
??,???,1976,Douglas DC-3C,Kenting Aviation,,U1,Military_research,Military
??,???,1987,Douglas DC-3C,Private,,A1,Military_research,Military
??,???,1970,Douglas DC-4,Mideastern Airways,,U1,Commercial_general,Commercial
??,???,1981,Douglas DC-4,Southern Aero Trades Inc,,U1,Commercial_general,Commercial
??,???,1984,Douglas DC-6A/B,Unknown,,U1,Commercial_civil,Commercial
??,???,1977,Douglas DC-7CF,Consolidated Air,0,U1,Commercial_civil,Commercial
??,???,1979,Douglas DC-7CF,private,,A1,Commercial_civil,Commercial
??,???,1980,Douglas DC-7CF,Aero Services Corp.,,C1,Commercial_civil,Commercial
??,???,1942,Douglas R4D-1 (DC-3),USMC,,A1,Military_transport,Military
??,???,1947,Douglas R4D-1 (DC-3),USMC,,U1,Military_transport,Military
??,???,1969,Douglas R4D-1 (DC-3),Salvadorian AF,,U1,Military_transport,Military
??,???,1954,Douglas R4D-5 (DC-3),Polyarnaya Aviatsiya,0,A1,Military_transport,Military
??,???,2002,Embraer EMB-110P1 Bandeirante,Inter Tropic Airlines (S/L) Ltd,0,A1,Commercial_civil,Commercial
??,???,1958,Fairchild C-119G Flying Boxcar,USAF,0,A1,Military_others,Military
??,???,1997,Fokker F-27 Friendship 200,Philippine AF,,A1,Military_fighter,Military
??,???,1986,Fokker F-27 Friendship 600,Libyan Arab Airlines,0,A1,Commercial_civil,Commercial
??,???,1948,Ford 4-AT Tri-Motor,Shell Ecuador,,U1,Military_research,Military
??,???,1934,Ford 4-AT-B Tri-Motor,Private,0,O1,Military_research,Military
??,???,1948,Ford 4-AT-F Tri-Motor,Iberia,,A1,Commercial_civil,Commercial
??,???,1946,Ford 5-AT Tri-Motor,TACA de Nicaragua,0,A1,Military_research,Military
??,???,1994,GAF Nomad N.24A,Thai Navy,,A1,Military_research,Military
??,???,1958,Grumman G-73 Mallard,Unknown,,U1,Military_research,Military
??,???,1997,Hawker Siddeley HS-125-600A,Servicios Aéreos del Sol,0,O1,Commercial_civil,Commercial
??,???,1985,IAI 1124 Westwind I,private,,U1,Commercial_general,Commercial
??,???,1998,IAI Arava 201,Mexican AF,,A1,Commercial_general,Commercial
??,???,1969,Ilyushin Il-14,CAAC,,A1,Commercial_civil,Commercial
??,???,1965,Ilyushin Il-14T,Egyptian AF,,C1,Commercial_civil,Commercial
??,???,1998,Ilyushin Il-86,Aeroflot,0,A1,Commercial_civil,Commercial
??,???,1935,Junkers F.24ko (G.24),Deutsche Lufthansa,,A1,Commercial_civil,Commercial
??,???,1943,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
??,???,1944,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
??,???,1944,Junkers Ju-52/3m,German AF,,A1,Commercial_civil,Commercial
??,???,1946,Junkers Ju-52/3m,Aeroflot / West Siberia,4,A1,Commercial_civil,Commercial
??,???,1948,Junkers Ju-52/3mg7e,Soviet AF,,A1,Commercial_civil,Commercial
??,???,1930,Junkers JuG-1W (G.24),Soviet AF,,A1,Commercial_civil,Commercial
??,???,1957,Kaiser-Frazer C-119G Flying Boxcar,USAF,,U1,Military_research,Military
??,???,1957,Kaiser-Frazer C-119G Flying Boxcar,USAF,,U1,Military_research,Military
??,???,2014,Learjet 60XR,Unknown,0,O1,Commercial_general,Commercial
??,???,1975,Let L-410A,Let,,O1,Military_research,Military
??,???,2012,Let L-410UVP,ETA Air Charter,,U1,Military_research,Military
??,???,1944,Lioré-et-Olivier H.246,French Navy,0,C1,Military_research,Military
??,???,1949,Lisunov Li-2P,Maszovlet,0,H2,Military_transport,Military
??,???,1963,Lisunov Li-2P,Czechoslovak AF,,U1,Military_transport,Military
??,???,1964,Lisunov Li-2P,LOT,,U1,Military_transport,Military
??,???,1946,Lockheed C-69 Constellation,War Assets Administration,,U1,Military_transport,Military
??,???,1998,Lockheed KC-130F Hercules,USMC,0,A1,Commercial_general,Commercial
??,???,1971,Lockheed L-1049H Super Constellatio,Unum Inc.,0,O1,Commercial_civil,Commercial
??,???,1968,Lockheed L-1649A Starliner,Six-T Ranch Corp.,0,A1,Commercial_civil,Commercial
??,???,1988,Lockheed L-749A Constellation,Aerochago Airlines,,A1,Military_research,Military
??,???,1964,Lockheed P-2H Neptune,US Navy,0,A1,Military_research,Military
